"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"log_q_d[20]",-0.113898206531132,0.0125670274755572,1.04958225750624,-2.16980406302619,-0.784164555546064,-0.109875298143915,0.559634002214643,1.93432638025563,6975.37936233267,0.999903891954896
"log_q_d[21]",-0.527370379619738,0.0122923506476058,1.03391352650284,-2.5662159802817,-1.17066111606583,-0.527868129873327,0.107643198764295,1.49948042863713,7074.54565653592,0.999882315515778
"log_q_d[22]",-0.255266719007229,0.0120039426406171,1.01116812576277,-2.25748801276315,-0.895949551768714,-0.261367873136627,0.380326419037225,1.74448172813738,7095.76002429721,0.999814980684478
"log_q_d[23]",-0.0819035375807894,0.0118361935811318,1.02246530779598,-2.13781310578202,-0.726144119630701,-0.0770572560662831,0.554919770679688,1.9437054058977,7462.30582824091,0.999911498120773
"log_q_d[24]",0.436637448209293,0.012661130861833,1.03120372020779,-1.60668318062694,-0.203285681617253,0.424514190797321,1.05125699435005,2.52428084366103,6633.5185377815,0.999769788680229
"log_q_d[25]",-0.131335195097098,0.0121328208143339,0.983439248565974,-2.05455478733252,-0.740270887025958,-0.140433675555204,0.478129179396923,1.86465070534353,6570.09283510539,0.999973437777798
"log_q_d[26]",-0.419656224724602,0.0123164830212902,1.08966210024744,-2.56828462157027,-1.13084106770651,-0.40676423216283,0.280575051039081,1.67817893266137,7827.26913113329,0.999768435546133
"log_q_d[27]",-0.376241913088687,0.0127245163128863,1.10249501997417,-2.56815766784458,-1.07878479628606,-0.377256554725514,0.328662741789478,1.78914284301321,7507.07417785997,0.999799701113111
"log_q_d[28]",1.00747653227252,0.0129956426739642,1.02021914817635,-1.0335231148065,0.378138020766726,1.00325131671917,1.63778065759084,3.06338238121257,6162.98935678654,0.999713111370527
"log_q_d[29]",0.391348260371003,0.0122847952804357,0.986041939345921,-1.57454881751753,-0.217298106870974,0.398789564820647,0.989975580985789,2.36964844176204,6442.50741691038,0.99987228716414
"log_q_d[30]",0.58492918129083,0.0126276954886041,1.01807679893442,-1.45454331523961,-0.0503525446419075,0.589084390744755,1.21554436475863,2.60167381053292,6499.99286169128,0.99979470473812
"log_q_d[31]",-0.313689446297701,0.012318646024796,1.04229686131992,-2.40635491521754,-0.977964073596172,-0.30354248521255,0.342463453624848,1.72702873821222,7159.074930202,0.999720130090462
"log_q_d[32]",-0.184286042581518,0.0124297934082047,1.00896721756058,-2.16910665368974,-0.807922797718438,-0.193954555283352,0.443170059939787,1.82333331082447,6589.10291272369,0.999977639397719
"log_q_d[33]",1.00864511064795,0.0124093628569421,0.99699517104733,-0.947115025093315,0.40193012635256,0.995868624670084,1.62656368716867,2.95434682193943,6454.86467916841,0.999839866469982
"log_q_d[34]",0.124928053425435,0.0122710373699864,1.01398462296923,-1.90144737547468,-0.506164780583859,0.129650057833666,0.75852986877729,2.10173513249059,6828.10483756332,0.999949332809561
"log_q_d[35]",-0.0988911390976503,0.0123695462838923,0.990827247342756,-2.06327298897405,-0.713523398528266,-0.10096332051254,0.513829870121574,1.88257904383407,6416.35437606191,0.999896391857397
"log_q_d[36]",-0.358974803383677,0.0123234812300059,1.00932019463274,-2.38570716329946,-0.977371562494705,-0.35413695953688,0.27280679964386,1.61818473478474,6707.96996922251,0.999926640705426
"log_q_d[37]",0.185189235309801,0.0124039495623554,0.998460942546146,-1.81636695480777,-0.438600985116857,0.184038175441293,0.802731213725547,2.15644769987169,6479.51021215872,0.99985310193953
"log_q_d[38]",-0.119165635662367,0.0127647365894837,1.04938781519439,-2.17819558733127,-0.788275180300138,-0.123916136809227,0.540923183573968,1.97994485521456,6758.46890289394,0.999872458349869
"log_q_d[39]",0.140536694704711,0.0120064713819002,0.98819191182177,-1.8182112340134,-0.472866713732085,0.127868226273187,0.756533591130204,2.11793957200639,6774.10321863707,0.999840771109271
"log_q_d[40]",0.569467027987227,0.0118970279114213,0.994396010062507,-1.41479573159364,-0.0369556134775613,0.562593739382336,1.17348129624716,2.53628905584605,6986.21239883009,0.999850090530095
"log_q_d[41]",-0.322580622808147,0.0120126060781981,1.00216287772469,-2.30766329234485,-0.942882184464532,-0.318863444598806,0.301206259801687,1.67133361668588,6959.88640650409,0.999812584305809
"log_q_d[42]",-0.579999164524999,0.0124067106922807,1.04455228362946,-2.60128950326619,-1.23158601847878,-0.591062574369909,0.0641564395831592,1.52000571639188,7088.38104196115,1.00003342815355
"log_q_mu",0.0102528148385686,0.0118947326798758,0.940029522017856,-1.92465455484895,-0.548063109361588,0.0137249664416191,0.582530007000489,1.89466909241188,6245.59205043014,0.99952899805749
"log_mu_q_a",0.00138570130064027,0.0113283334797523,0.942867565484134,-1.88123919843775,-0.583459155995871,0.00197896597417889,0.573512007617729,1.88774706260622,6927.38527843784,0.999741882295407
"log_mu_q_d",0.0224812734274379,0.011370875956331,0.939414974687621,-1.84734433492013,-0.558444647298218,0.0258807649495521,0.591668504242186,1.88585290084268,6825.38437194336,0.999823481914285
"q_a_raw[1]",0.429156828924799,0.00683386563747649,0.378535590570227,-0.296658931290481,0.175340639782104,0.416765050842585,0.674008479635278,1.19152678300675,3068.17810362683,0.99993377733647
"q_a_raw[2]",-0.161479871561155,0.00676358215156121,0.41882121063008,-1.00051156841423,-0.436970869227314,-0.162326007844314,0.10758788799558,0.685950980704536,3834.4563370478,0.99968029625829
"q_a_raw[3]",-0.508679694869182,0.00758576789707,0.509264298516563,-1.53915989326534,-0.836299555467762,-0.503346895059291,-0.163605361813537,0.476329094371583,4506.99796632514,1.00038990224766
"q_a_raw[4]",-1.31744428235882,0.00840826039460696,0.572432205345106,-2.48037789898608,-1.69028746232004,-1.30447049981372,-0.932489912031302,-0.233189907962057,4634.85138432667,1.00012672892902
"q_a_raw[5]",1.0081807007691,0.00807318804055044,0.532618883423155,0.0263995837769938,0.644131849311989,0.984754255168355,1.35294196028462,2.10667665889349,4352.5421274706,1.00071575622692
"q_a_raw[6]",-1.19295263669145,0.00788006312775067,0.476282352628779,-2.1766569687598,-1.49477176208082,-1.17330414331906,-0.861200083980988,-0.323479965873245,3653.16751428434,1.00003185859117
"q_a_raw[7]",0.480357367850336,0.00682443041440566,0.377044086853043,-0.223683565024245,0.226570144942079,0.470106873319006,0.731181807269711,1.25198607378708,3052.47031183207,0.999983073253512
"q_a_raw[8]",1.87768734834113,0.00896584823344945,0.522024677838342,0.926494805292534,1.51943903244132,1.85146830596161,2.21540394351756,2.96452822014305,3389.9969045005,1.00041806959919
"q_a_raw[9]",-1.39186931906992,0.00777620507345492,0.585796718482764,-2.61232775516005,-1.77464254664715,-1.3773712262862,-0.986842536925674,-0.312302998235245,5674.9032081053,0.999886211954123
"q_a_raw[10]",-0.0884011070128979,0.00768854631822881,0.494524327513092,-1.08135146770328,-0.414409671174628,-0.081272395950066,0.244530348345162,0.877012782029841,4137.01267991545,0.999693426754449
"q_a_raw[11]",0.942525910188864,0.00751572012009081,0.549376167256357,-0.112180753658852,0.567734971336189,0.934973406096405,1.29082287907013,2.05708039290562,5343.16311551255,1.00028299075547
"q_a_raw[12]",-0.146099683535449,0.00706441849861806,0.446282670730706,-1.06299462588251,-0.426162738077634,-0.13577953362853,0.145226187599197,0.703023709352022,3990.8665767591,0.999963726819655
"q_a_raw[13]",-0.183276501404652,0.00738914413853234,0.528444969449012,-1.25038867368003,-0.523463441703364,-0.177354721946341,0.167502662354479,0.82057137251799,5114.59511240275,0.999888551771635
"q_a_raw[14]",0.419626100815117,0.008575510823194,0.720553878276728,-0.994317215637931,-0.0505206590308946,0.423816814872196,0.892633316888245,1.8375040258338,7060.13363173722,0.999841470603783
"q_a_raw[15]",-0.288439657536341,0.00721928281024006,0.575851390949041,-1.47088158058109,-0.663504560381142,-0.27614396887064,0.097943551778401,0.81835663617022,6362.57229043173,0.999736818490985
"q_a_raw[16]",0.633662513248981,0.00787727716329701,0.567548843246315,-0.479657555730438,0.252646705042572,0.629570460101759,1.0214798870116,1.73526735663806,5191.03829547209,0.999662477488019
"q_a_raw[17]",0.287917277095379,0.00684419983049675,0.416760034314919,-0.535679674757675,0.0155788903786857,0.28691240474627,0.559828147142417,1.11761427715671,3707.88936994534,0.999884367290568
"q_a_raw[18]",-0.710392215998403,0.00835176874772154,0.595834873902787,-1.93418340720446,-1.09102852551781,-0.682153342107628,-0.292599432566672,0.38805131860816,5089.73201031248,0.99974829908958
"q_d_raw[1]",0.886553041074903,0.00790743250041381,0.554392761720681,-0.175749508861466,0.512067089742162,0.876885281042526,1.24761156541146,2.014210123183,4915.45943071578,1.00031238621043
"q_d_raw[2]",0.226045111355502,0.00766361521047988,0.529417274872274,-0.798408882513138,-0.125019739579395,0.222071200505625,0.56975075234922,1.28554204251418,4772.31206735433,1.0002712463032
"q_d_raw[3]",-0.598594503263115,0.00716625975575934,0.545544727896562,-1.70624535130256,-0.958346641838811,-0.582334279193504,-0.233421172409048,0.43882137983278,5795.29615232954,1.00071245740331
"q_d_raw[4]",-0.536359802694187,0.00949851551418788,0.691243522493418,-1.90461000925191,-0.993742150603994,-0.518073272515868,-0.0678077426543395,0.778490858364378,5296.03292573173,0.999903678698714
